地区,国家,确诊,疑似,治愈,新增确诊,新增治愈,新增死亡,死亡,日期
柬埔寨,柬埔寨,115,,50,0,0,0,0,2020-04-09
瑞典,瑞典,8419,,17,726,0,96,687,2020-04-09
日本,日本,4953,,404,463,0,0,98,2020-04-09
墨西哥,墨西哥,3181,,1,396,0,33,174,2020-04-09
新加坡,新加坡,1623,,406,142,29,1,7,2020-04-09
厄瓜多尔,厄瓜多尔,4450,,140,703,140,51,242,2020-04-09
波兰,波兰,5205,,222,357,31,30,159,2020-04-09
巴基斯坦,巴基斯坦,4072,,467,0,0,0,58,2020-04-09
罗马尼亚,罗马尼亚,4761,,528,704,154,52,209,2020-04-09
塞尔维亚,塞尔维亚,2666,,0,219,0,5,66,2020-04-09
智利,智利,5546,,1115,430,517,5,48,2020-04-09
芬兰,芬兰,2487,,10,179,0,6,40,2020-04-09
摩洛哥,摩洛哥,1275,,97,91,4,3,93,2020-04-09
阿根廷,阿根廷,1795,,358,80,118,5,65,2020-04-09
韩国,韩国,10423,,6973,39,197,4,204,2020-04-09
塞内加尔,塞内加尔,244,,113,7,8,0,2,2020-04-09
英国,英国,60733,,135,5491,0,938,7097,2020-04-09
意大利,意大利,139887,,26491,3994,2099,542,17669,2020-04-09
西班牙,西班牙,152446,,48021,5756,4813,683,15238,2020-04-09
土耳其,土耳其,38226,,1846,4117,264,87,812,2020-04-09
法国,法国,82048,,21254,3881,1917,0,10328,2020-04-09
俄罗斯,俄罗斯,10131,,698,1459,118,13,76,2020-04-09
俄罗斯,白俄罗斯,10131,,698,10131,698,76,76,2020-04-09
德国,德国,108202,,49926,4974,41445,246,2107,2020-04-09
荷兰,荷兰,20549,,2954,969,0,147,2248,2020-04-09
比利时,比利时,23403,,2872,1209,0,205,2240,2020-04-09
加拿大,加拿大,19279,,2770,1382,0,54,435,2020-04-09
葡萄牙,葡萄牙,13141,,140,699,0,35,380,2020-04-09
巴西,巴西,15927,,127,1878,127,133,800,2020-04-09
伊朗,伊朗,67286,,32309,0,2497,107,4110,2020-04-09
印度,印度,5734,,473,540,71,131,280,2020-04-09
印度,印度尼西亚,5734,,473,5734,473,280,280,2020-04-09
秘鲁,秘鲁,4332,,1231,1378,0,14,121,2020-04-09
沙特阿拉伯,沙特阿拉伯,2932,,631,137,16,0,41,2020-04-09
以色列,以色列,9755,,770,351,0,8,79,2020-04-09
挪威,挪威,6013,,0,110,0,12,101,2020-04-09
爱尔兰,爱尔兰,6074,,0,365,0,25,235,2020-04-09
瑞士,瑞士,23280,,9800,1027,1096,74,895,2020-04-09
阿联酋,阿联酋,2659,,239,300,53,0,12,2020-04-09
卡塔尔,卡塔尔,2210,,178,153,47,0,6,2020-04-09
乌克兰,乌克兰,1668,,35,0,0,0,52,2020-04-09
菲律宾,菲律宾,4076,,124,206,28,21,203,2020-04-09
捷克,捷克,5221,,233,277,61,11,99,2020-04-09
多米尼加,多米尼加,1956,,0,128,0,12,98,2020-04-09
丹麦,丹麦,5402,,894,331,0,15,218,2020-04-09
巴拿马,巴拿马,2100,,4,0,0,0,55,2020-04-09
哥伦比亚,哥伦比亚,2054,,85,274,0,4,54,2020-04-09
孟加拉国,孟加拉国,164,,33,0,0,0,17,2020-04-09
奥地利,奥地利,12852,,2507,333,0,23,243,2020-04-09
南非,南非,1845,,45,159,0,6,18,2020-04-09
埃及,埃及,1560,,305,110,29,9,103,2020-04-09
摩尔多瓦,摩尔多瓦,1174,,30,118,0,3,22,2020-04-09
马来西亚,马来西亚,4228,,1608,109,121,2,67,2020-04-09
科威特,科威特,910,,112,55,0,0,1,2020-04-09
匈牙利,匈牙利,895,,94,78,23,11,58,2020-04-09
哈萨克斯坦,哈萨克斯坦,709,,51,5,0,0,6,2020-04-09
乌兹别克斯坦,乌兹别克斯坦,534,,30,0,0,1,3,2020-04-09
阿尔及利亚,阿尔及利亚,1572,,237,104,124,32,205,2020-04-09
阿曼,阿曼,457,,109,38,37,0,2,2020-04-09
爱沙尼亚,爱沙尼亚,1185,,72,36,3,3,24,2020-04-09
波多黎各,波多黎各,573,,0,60,0,2,23,2020-04-09
古巴,古巴,396,,0,46,0,2,11,2020-04-09
斯洛文尼亚,斯洛文尼亚,1091,,0,70,0,10,40,2020-04-09
克罗地亚,克罗地亚,1343,,130,121,0,3,19,2020-04-09
加纳,加纳,313,,49,26,46,1,6,2020-04-09
巴林,巴林,821,,467,10,9,1,5,2020-04-09
立陶宛,立陶宛,912,,1,32,0,1,15,2020-04-09
阿富汗,阿富汗,444,,0,21,0,3,14,2020-04-09
斯洛伐克,斯洛伐克,682,,13,101,5,0,2,2020-04-09
北马其顿,北马其顿,617,,35,47,5,9,30,2020-04-09
保加利亚,保加利亚,593,,3,16,0,1,23,2020-04-09
亚美尼亚,亚美尼亚,921,,138,40,24,1,10,2020-04-09
喀麦隆,喀麦隆,730,,62,45,0,1,10,2020-04-09
吉布提,吉布提,135,,25,14,7,0,0,2020-04-09
塞浦路斯,塞浦路斯,526,,0,31,0,0,14,2020-04-09
突尼斯,突尼斯,628,,0,5,0,1,24,2020-04-09
拉脱维亚,拉脱维亚,577,,0,29,0,0,2,2020-04-09
哥斯达黎加,哥斯达黎加,467,,0,13,0,0,2,2020-04-09
尼日利亚,尼日利亚,276,,44,22,0,0,6,2020-04-09
科特迪瓦,科特迪瓦,384,,48,35,7,0,3,2020-04-09
阿塞拜疆,阿塞拜疆,822,,63,105,19,0,8,2020-04-09
几内亚,几内亚,164,,5,20,0,0,0,2020-04-09
几内亚,几内亚比绍,164,,5,20,0,0,0,2020-04-09
几内亚,赤道几内亚,164,,5,20,0,0,0,2020-04-09
玻利维亚,玻利维亚,194,,0,11,0,3,14,2020-04-09
黎巴嫩,黎巴嫩,575,,62,27,2,0,19,2020-04-09
洪都拉斯,洪都拉斯,343,,0,45,0,1,23,2020-04-09
尼日尔,尼日尔,342,,28,89,2,1,11,2020-04-09
泰国,泰国,2423,,940,54,52,2,32,2020-04-09
留尼旺,留尼旺,358,,0,9,0,0,0,2020-04-09
吉尔吉斯斯坦,吉尔吉斯斯坦,270,,33,42,0,0,4,2020-04-09
伊拉克,伊拉克,1202,,452,80,79,4,69,2020-04-09
马耳他,马耳他,299,,0,6,0,0,0,2020-04-09
安道尔,安道尔,564,,52,19,13,1,23,2020-04-09
冰岛,冰岛,1586,,460,0,0,0,6,2020-04-09
格鲁吉亚,格鲁吉亚,208,,46,0,0,0,3,2020-04-09
马约特,马约特,184,,0,20,0,0,2,2020-04-09
马恩岛,马恩岛,150,,0,23,0,0,1,2020-04-09
危地马拉,危地马拉,77,,0,7,0,0,3,2020-04-09
阿尔巴尼亚,阿尔巴尼亚,400,,131,17,0,0,22,2020-04-09
委内瑞拉,委内瑞拉,165,,0,6,0,4,7,2020-04-09
索马里,索马里,12,,1,4,0,1,1,2020-04-09
坦桑尼亚,坦桑尼亚,25,,5,1,0,0,1,2020-04-09
泽西岛,泽西岛,170,,0,15,0,0,3,2020-04-09
根西岛,根西岛,166,,0,12,0,1,4,2020-04-09
萨尔瓦多,萨尔瓦多,78,,0,9,0,1,4,2020-04-09
牙买加,牙买加,59,,0,1,0,0,3,2020-04-09
斯里兰卡,斯里兰卡,188,,42,5,0,1,7,2020-04-09
肯尼亚,肯尼亚,179,,7,7,0,0,6,2020-04-09
黑山,黑山,249,,0,16,0,0,2,2020-04-09
布基纳法索,布基纳法索,414,,134,30,7,4,23,2020-04-09
刚果（布）,刚果（布）,60,,5,0,0,0,5,2020-04-09
加蓬,加蓬,34,,1,1,0,0,1,2020-04-09
约旦,约旦,358,,150,5,12,0,6,2020-04-09
埃塞俄比亚,埃塞俄比亚,55,,4,3,0,0,2,2020-04-09
赤道几内亚,赤道几内亚,18,,3,2,0,0,0,2020-04-09
佛得角,佛得角,7,,1,0,0,0,1,2020-04-09
马尔代夫,马尔代夫,19,,13,0,0,0,0,2020-04-09
开曼群岛,开曼群岛,39,,0,0,0,0,1,2020-04-09
新西兰,新西兰,992,,317,23,35,0,1,2020-04-09
毛里求斯,毛里求斯,273,,19,5,11,0,7,2020-04-09
荷属圣马丁,荷属圣马丁,40,,0,3,0,2,8,2020-04-09
法属波利尼西亚,法属波利尼西亚,47,,0,5,0,0,0,2020-04-09
巴哈马,巴哈马,33,,0,4,0,0,5,2020-04-09
塞拉利昂,塞拉利昂,6,,0,0,0,0,0,2020-04-09
海地,海地,25,,0,1,0,0,1,2020-04-09
美属维尔京群岛,美属维尔京群岛,43,,0,0,0,0,1,2020-04-09
几内亚比绍,几内亚比绍,33,,0,0,0,0,0,2020-04-09
利比亚,利比亚,21,,8,0,8,0,1,2020-04-09
尼泊尔,尼泊尔,9,,1,0,0,0,0,2020-04-09
赞比亚共和国,赞比亚共和国,39,,7,0,0,0,1,2020-04-09
乌干达,乌干达,52,,0,0,0,0,0,2020-04-09
乍得,乍得,10,,0,1,0,0,0,2020-04-09
莫桑比克,莫桑比克,17,,1,7,1,0,0,2020-04-09
蒙古,蒙古,16,,2,0,0,0,0,2020-04-09
多哥,多哥,70,,23,5,0,0,3,2020-04-09
津巴布韦,津巴布韦,11,,0,0,0,1,3,2020-04-09
马拉维,马拉维,8,,0,0,0,0,1,2020-04-09
尼加拉瓜,尼加拉瓜,6,,0,0,0,0,1,2020-04-09
中非共和国,中非共和国,11,,0,1,0,0,0,2020-04-09
苏里南,苏里南,10,,0,0,0,0,1,2020-04-09
天津市,中国,182,,152,2,0,0,3,2020-04-09
浙江省,中国,1267,,1235,1,3,0,1,2020-04-09
湖北省,中国,67803,,64187,0,45,2,3215,2020-04-09
中国,中国,83264,,77745,75,120,2,3344,2020-04-09
黑龙江省,中国,609,,470,40,0,0,13,2020-04-09
上海市,中国,552,,422,9,4,0,7,2020-04-09
北京市,中国,588,,464,0,9,0,8,2020-04-09
广东省,中国,1539,,1423,3,12,0,8,2020-04-09
山西省,中国,166,,134,3,0,0,0,2020-04-09
吉林省,中国,98,,93,98,93,1,1,2020-04-09
白俄罗斯,白俄罗斯,1066,,77,0,0,0,13,2020-04-09
刚果（金）,刚果（金）,207,,10,27,1,2,20,2020-04-09
巴拉圭,巴拉圭,115,,12,2,0,0,5,2020-04-09
钻石公主号邮轮,钻石公主号邮轮,712,,574,0,0,0,11,2020-04-09
法罗群岛,法罗群岛,184,,0,3,0,0,0,2020-04-09
澳大利亚,澳大利亚,6052,,119,96,0,5,50,2020-04-09
希腊,希腊,1884,,19,52,0,2,83,2020-04-09
巴勒斯坦,巴勒斯坦,263,,21,9,0,0,1,2020-04-09
马里,马里,59,,16,3,15,2,7,2020-04-09
马里,索马里,59,,16,3,15,2,7,2020-04-09
马里,北马里亚纳群岛联邦,59,,16,59,16,7,7,2020-04-09
直布罗陀,直布罗陀,113,,0,10,0,0,1,2020-04-09
关岛,关岛,121,,0,8,0,0,4,2020-04-09
特立尼达和多巴哥,特立尼达和多巴哥,106,,0,1,0,0,8,2020-04-09
越南,越南,251,,126,2,31,0,0,2020-04-09
利比里亚,利比里亚,31,,3,17,0,1,4,2020-04-09
文莱,文莱,135,,65,0,0,0,1,2020-04-09
法属圭亚那,法属圭亚那,72,,0,4,0,0,0,2020-04-09
阿鲁巴,阿鲁巴,71,,0,7,0,0,0,2020-04-09
百慕大,百慕大,39,,0,2,0,2,2,2020-04-09
列支敦士登,列支敦士登,78,,0,0,0,0,1,2020-04-09
圭亚那,法属圭亚那,72,,0,4,0,0,5,2020-04-09
圭亚那,圭亚那,72,,0,4,0,0,5,2020-04-09
圣马丁岛,圣马丁岛,31,,0,0,0,0,2,2020-04-09
叙利亚,叙利亚,19,,2,0,0,0,3,2020-04-09
厄立特里亚,厄立特里亚,33,,0,2,0,0,0,2020-04-09
贝宁,贝宁,26,,5,0,0,0,1,2020-04-09
斯威士兰,斯威士兰,12,,7,2,4,0,0,2020-04-09
安提瓜和巴布达,安提瓜和巴布达,15,,0,0,0,0,0,2020-04-09
博茨瓦纳,博茨瓦纳,6,,0,0,0,0,1,2020-04-09
斐济,斐济,15,,0,0,0,0,0,2020-04-09
圣其茨和尼维斯,圣其茨和尼维斯,10,,0,0,0,0,0,2020-04-09
梵蒂冈,梵蒂冈,7,,0,0,0,0,0,2020-04-09
布隆迪共和国,布隆迪共和国,3,,0,0,0,0,0,2020-04-09
不丹,不丹,5,,0,0,0,0,0,2020-04-09
英属维尔京群岛,英属维尔京群岛,3,,0,0,0,0,0,2020-04-09
台湾,中国,380,,67,1,6,0,5,2020-04-09
香港,中国,973,,293,13,29,0,4,2020-04-09
摩纳哥,摩纳哥,81,,3,2,0,0,1,2020-04-09
巴巴多斯,巴巴多斯,60,,0,4,0,1,2,2020-04-09
安哥拉,安哥拉,19,,2,2,0,0,2,2020-04-09
北马里亚纳群岛联邦,北马里亚纳群岛联邦,8,,0,0,0,1,2,2020-04-09
特克斯和凯科斯群岛,特克斯和凯科斯群岛,8,,0,3,0,0,1,2020-04-09
荷兰加勒比地区,荷兰加勒比地区,2,,0,0,0,0,0,2020-04-09
福建省,中国,351,,308,0,1,0,1,2020-04-09
山东省,中国,783,,756,0,1,0,7,2020-04-09
老挝,老挝,15,,0,0,0,0,0,2020-04-09
新喀里多尼亚,新喀里多尼亚,18,,0,0,0,0,0,2020-04-09
伯利兹,伯利兹,7,,0,0,0,0,1,2020-04-09
多米尼克,多米尼克,15,,0,1,0,0,0,2020-04-09
圣卢西亚,圣卢西亚,14,,0,0,0,0,0,2020-04-09
格林那达,格林那达,12,,0,0,0,0,0,2020-04-09
纳米比亚,纳米比亚,16,,3,0,0,0,0,2020-04-09
库拉索岛,库拉索岛,13,,0,0,0,0,1,2020-04-09
圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,7,,0,0,0,0,0,2020-04-09
塞舌尔,塞舌尔,11,,0,0,0,0,0,2020-04-09
格陵兰,格陵兰,11,,0,0,0,0,0,2020-04-09
蒙特塞拉特,蒙特塞拉特,6,,0,0,0,0,0,2020-04-09
福克兰群岛,福克兰群岛,2,,0,0,0,0,0,2020-04-09
圣巴泰勒米岛,圣巴泰勒米岛,6,,0,0,0,0,0,2020-04-09
毛里塔尼亚,毛里塔尼亚,6,,2,0,0,0,1,2020-04-09
南苏丹,南苏丹,2,,0,0,0,0,0,2020-04-09
圣多美和普林西比,圣多美和普林西比,4,,0,0,0,0,0,2020-04-09
安圭拉,安圭拉,3,,0,0,0,0,0,2020-04-09
圣皮埃尔和密克隆群岛,圣皮埃尔和密克隆群岛,1,,0,1,0,0,0,2020-04-09
内蒙古自治区,中国,126,,79,2,5,0,1,2020-04-09
河北省,中国,327,,313,0,1,0,6,2020-04-09
甘肃省,中国,139,,135,0,2,0,2,2020-04-09
安徽省,中国,991,,984,991,984,6,6,2020-04-09
印度尼西亚,印度尼西亚,3512,,64,219,0,26,306,2020-04-10
圣马力诺,圣马力诺,308,,2,29,0,0,34,2020-04-10
马提尼克,马提尼克,152,,0,1,0,0,4,2020-04-10
瓜德罗普岛,瓜德罗普岛,139,,0,0,0,1,8,2020-04-10
苏丹,苏丹,15,,2,1,0,0,2,2020-04-10
苏丹,南苏丹,15,,2,1,0,0,2,2020-04-10
卢旺达,卢旺达,113,,7,3,0,0,0,2020-04-10
美国,美国,466299,,26522,33861,2397,1878,16686,2020-04-10
卢森堡,卢森堡,3034,,241,0,0,0,46,2020-04-10
波黑,波黑,846,,101,42,22,1,35,2020-04-10
乌拉圭,乌拉圭,456,,192,0,0,0,7,2020-04-10
缅甸,缅甸,27,,1,5,0,0,3,2020-04-10
马达加斯加,马达加斯加,93,,11,0,0,0,0,2020-04-10
柬埔寨,柬埔寨,117,,50,2,0,0,0,2020-04-10
瑞典,瑞典,9141,,17,722,0,106,793,2020-04-10
日本,日本,5941,,404,988,0,13,111,2020-04-10
墨西哥,墨西哥,3441,,1,260,0,20,194,2020-04-10
新加坡,新加坡,1910,,406,287,0,0,7,2020-04-10
厄瓜多尔,厄瓜多尔,4450,,140,0,0,0,242,2020-04-10
波兰,波兰,5575,,284,370,62,15,174,2020-04-10
巴基斯坦,巴基斯坦,4489,,572,417,105,5,63,2020-04-10
罗马尼亚,罗马尼亚,5202,,647,441,119,20,229,2020-04-10
塞尔维亚,塞尔维亚,2890,,118,224,118,5,71,2020-04-10
智利,智利,5972,,1115,426,0,9,57,2020-04-10
芬兰,芬兰,2605,,10,118,0,2,42,2020-04-10
摩洛哥,摩洛哥,1374,,109,99,12,4,97,2020-04-10
阿根廷,阿根廷,1795,,358,0,0,0,65,2020-04-10
韩国,韩国,10450,,7117,27,144,4,208,2020-04-10
塞内加尔,塞内加尔,250,,123,6,10,0,2,2020-04-10
英国,英国,65077,,135,4344,0,881,7978,2020-04-10
意大利,意大利,143626,,28470,3739,1979,610,18279,2020-04-10
西班牙,西班牙,157022,,55668,4576,7647,605,15843,2020-04-10
土耳其,土耳其,42282,,2142,4056,296,96,908,2020-04-10
法国,法国,86334,,23206,4286,1952,1882,12210,2020-04-10
俄罗斯,俄罗斯,11917,,795,1786,97,18,94,2020-04-10
俄罗斯,白俄罗斯,11917,,795,1786,97,18,94,2020-04-10
德国,德国,113525,,53913,5323,3987,266,2373,2020-04-10
荷兰,荷兰,21762,,2954,1213,0,148,2396,2020-04-10
比利时,比利时,26667,,2872,3264,0,779,3019,2020-04-10
加拿大,加拿大,20765,,2770,1486,0,89,524,2020-04-10
葡萄牙,葡萄牙,13141,,140,0,0,0,380,2020-04-10
巴西,巴西,17857,,127,1930,0,141,941,2020-04-10
伊朗,伊朗,68192,,35465,906,3156,122,4232,2020-04-10
印度,印度,5865,,478,131,5,26,306,2020-04-10
印度,印度尼西亚,5865,,478,131,5,26,306,2020-04-10
秘鲁,秘鲁,4332,,1231,0,0,0,121,2020-04-10
沙特阿拉伯,沙特阿拉伯,2932,,631,0,0,0,41,2020-04-10
以色列,以色列,10095,,1061,340,291,14,93,2020-04-10
挪威,挪威,6157,,0,144,0,7,108,2020-04-10
爱尔兰,爱尔兰,6224,,0,150,0,0,235,2020-04-10
瑞士,瑞士,24051,,10600,771,800,54,949,2020-04-10
阿联酋,阿联酋,2990,,268,331,29,2,14,2020-04-10
卡塔尔,卡塔尔,2376,,206,166,28,0,6,2020-04-10
乌克兰,乌克兰,1892,,35,224,0,5,57,2020-04-10
菲律宾,菲律宾,4195,,140,119,16,18,221,2020-04-10
捷克,捷克,5467,,301,246,68,13,112,2020-04-10
多米尼加,多米尼加,1956,,0,0,0,0,98,2020-04-10
丹麦,丹麦,5635,,894,233,0,19,237,2020-04-10
巴拿马,巴拿马,2249,,4,149,0,4,59,2020-04-10
哥伦比亚,哥伦比亚,2223,,85,169,0,15,69,2020-04-10
孟加拉国,孟加拉国,218,,33,54,0,3,20,2020-04-10
奥地利,奥地利,12969,,2507,117,0,30,273,2020-04-10
南非,南非,1934,,45,89,0,0,18,2020-04-10
埃及,埃及,1699,,348,139,43,15,118,2020-04-10
摩尔多瓦,摩尔多瓦,1174,,30,0,0,6,28,2020-04-10
马来西亚,马来西亚,4346,,1830,118,222,3,70,2020-04-10
科威特,科威特,993,,112,83,0,0,1,2020-04-10
匈牙利,匈牙利,1190,,112,295,18,19,77,2020-04-10
哈萨克斯坦,哈萨克斯坦,727,,51,18,0,1,7,2020-04-10
乌兹别克斯坦,乌兹别克斯坦,555,,30,21,0,0,3,2020-04-10
阿尔及利亚,阿尔及利亚,1572,,237,0,0,0,205,2020-04-10
阿曼,阿曼,484,,109,27,0,1,3,2020-04-10
爱沙尼亚,爱沙尼亚,1207,,72,22,0,0,24,2020-04-10
波多黎各,波多黎各,620,,0,47,0,1,24,2020-04-10
古巴,古巴,457,,0,61,0,1,12,2020-04-10
斯洛文尼亚,斯洛文尼亚,1124,,128,33,128,3,43,2020-04-10
克罗地亚,克罗地亚,1407,,219,64,89,1,20,2020-04-10
加纳,加纳,313,,4,0,-45,0,6,2020-04-10
巴林,巴林,855,,495,34,28,0,5,2020-04-10
立陶宛,立陶宛,955,,1,43,0,1,16,2020-04-10
阿富汗,阿富汗,484,,31,40,31,1,15,2020-04-10
斯洛伐克,斯洛伐克,701,,16,19,3,0,2,2020-04-10
北马其顿,北马其顿,663,,35,46,0,0,30,2020-04-10
保加利亚,保加利亚,624,,3,31,0,1,24,2020-04-10
亚美尼亚,亚美尼亚,937,,149,16,11,1,11,2020-04-10
喀麦隆,喀麦隆,730,,62,0,0,0,10,2020-04-10
吉布提,吉布提,140,,28,5,3,1,1,2020-04-10
塞浦路斯,塞浦路斯,562,,0,36,0,0,14,2020-04-10
突尼斯,突尼斯,643,,0,15,0,1,25,2020-04-10
拉脱维亚,拉脱维亚,589,,0,12,0,0,2,2020-04-10
哥斯达黎加,哥斯达黎加,483,,0,16,0,0,2,2020-04-10
尼日利亚,尼日利亚,288,,51,12,7,1,7,2020-04-10
科特迪瓦,科特迪瓦,444,,52,60,4,0,3,2020-04-10
阿塞拜疆,阿塞拜疆,926,,101,104,38,1,9,2020-04-10
几内亚,几内亚,194,,11,30,6,0,0,2020-04-10
几内亚,几内亚比绍,194,,11,30,6,0,0,2020-04-10
几内亚,巴布亚新几内亚,194,,11,194,11,0,0,2020-04-10
玻利维亚,玻利维亚,210,,0,16,0,1,15,2020-04-10
黎巴嫩,黎巴嫩,609,,67,34,5,1,20,2020-04-10
洪都拉斯,洪都拉斯,343,,0,0,0,0,23,2020-04-10
尼日尔,尼日尔,410,,40,68,12,0,11,2020-04-10
泰国,泰国,2473,,1013,50,73,1,33,2020-04-10
留尼旺,留尼旺,362,,0,4,0,0,0,2020-04-10
吉尔吉斯斯坦,吉尔吉斯斯坦,280,,33,10,0,0,4,2020-04-10
伊拉克,伊拉克,1232,,496,30,44,0,69,2020-04-10
马耳他,马耳他,299,,0,0,0,1,1,2020-04-10
安道尔,安道尔,583,,58,19,6,2,25,2020-04-10
冰岛,冰岛,1648,,688,62,228,0,6,2020-04-10
格鲁吉亚,格鲁吉亚,230,,54,22,8,0,3,2020-04-10
马约特,马约特,186,,0,2,0,0,2,2020-04-10
马恩岛,马恩岛,150,,0,0,0,0,1,2020-04-10
危地马拉,危地马拉,87,,0,10,0,0,3,2020-04-10
阿尔巴尼亚,阿尔巴尼亚,416,,131,16,0,1,23,2020-04-10
委内瑞拉,委内瑞拉,166,,0,1,0,0,7,2020-04-10
索马里,索马里,12,,1,0,0,0,1,2020-04-10
坦桑尼亚,坦桑尼亚,25,,5,0,0,0,1,2020-04-10
泽西岛,泽西岛,170,,0,0,0,0,3,2020-04-10
根西岛,根西岛,166,,0,0,0,0,4,2020-04-10
萨尔瓦多,萨尔瓦多,93,,0,15,0,1,5,2020-04-10
牙买加,牙买加,63,,0,4,0,0,3,2020-04-10
斯里兰卡,斯里兰卡,190,,49,2,7,0,7,2020-04-10
肯尼亚,肯尼亚,184,,12,5,5,1,7,2020-04-10
黑山,黑山,249,,0,0,0,0,2,2020-04-10
布基纳法索,布基纳法索,443,,146,29,12,1,24,2020-04-10
刚果（布）,刚果（布）,60,,5,0,0,0,5,2020-04-10
加蓬,加蓬,44,,1,10,0,0,1,2020-04-10
约旦,约旦,372,,161,14,11,1,7,2020-04-10
埃塞俄比亚,埃塞俄比亚,65,,4,10,0,0,2,2020-04-10
赤道几内亚,赤道几内亚,18,,3,0,0,0,0,2020-04-10
佛得角,佛得角,7,,1,0,0,0,1,2020-04-10
马尔代夫,马尔代夫,19,,13,0,0,0,0,2020-04-10
开曼群岛,开曼群岛,45,,0,6,0,1,2,2020-04-10
新西兰,新西兰,992,,317,0,0,0,1,2020-04-10
毛里求斯,毛里求斯,314,,23,41,4,0,7,2020-04-10
荷属圣马丁,荷属圣马丁,40,,0,0,0,0,8,2020-04-10
法属波利尼西亚,法属波利尼西亚,51,,0,4,0,0,0,2020-04-10
巴哈马,巴哈马,36,,0,3,0,1,6,2020-04-10
塞拉利昂,塞拉利昂,7,,0,1,0,0,0,2020-04-10
海地,海地,27,,0,2,0,0,1,2020-04-10
美属维尔京群岛,美属维尔京群岛,45,,0,2,0,0,1,2020-04-10
几内亚比绍,几内亚比绍,36,,0,3,0,0,0,2020-04-10
利比亚,利比亚,21,,8,0,0,0,1,2020-04-10
尼泊尔,尼泊尔,9,,1,0,0,0,0,2020-04-10
赞比亚共和国,赞比亚共和国,39,,24,0,17,0,1,2020-04-10
乌干达,乌干达,53,,0,1,0,0,0,2020-04-10
乍得,乍得,10,,0,0,0,0,0,2020-04-10
莫桑比克,莫桑比克,17,,1,0,0,0,0,2020-04-10
蒙古,蒙古,16,,2,0,0,0,0,2020-04-10
多哥,多哥,73,,24,3,1,0,3,2020-04-10
津巴布韦,津巴布韦,11,,0,0,0,0,3,2020-04-10
马拉维,马拉维,8,,0,0,0,0,1,2020-04-10
尼加拉瓜,尼加拉瓜,6,,0,0,0,0,1,2020-04-10
中非共和国,中非共和国,11,,0,0,0,0,0,2020-04-10
苏里南,苏里南,10,,0,0,0,0,1,2020-04-10
天津市,中国,182,,154,0,2,0,3,2020-04-10
湖北省,中国,67803,,64236,0,49,1,3216,2020-04-10
中国,中国,83323,,77867,59,122,2,3346,2020-04-10
黑龙江省,中国,638,,470,29,0,0,13,2020-04-10
上海市,中国,555,,435,3,13,0,7,2020-04-10
北京市,中国,588,,469,0,5,0,8,2020-04-10
广东省,中国,1544,,1434,5,11,0,8,2020-04-10
山西省,中国,168,,134,2,0,0,0,2020-04-10
吉林省,中国,98,,95,0,2,0,1,2020-04-10
四川省,中国,560,,546,0,5,0,3,2020-04-10
白俄罗斯,白俄罗斯,1981,,169,915,92,6,19,2020-04-10
刚果（金）,刚果（金）,215,,13,8,3,0,20,2020-04-10
巴拉圭,巴拉圭,119,,12,4,0,0,5,2020-04-10
钻石公主号邮轮,钻石公主号邮轮,712,,574,0,0,0,11,2020-04-10
法罗群岛,法罗群岛,184,,0,0,0,0,0,2020-04-10
澳大利亚,澳大利亚,6152,,119,100,0,2,52,2020-04-10
希腊,希腊,1955,,19,71,0,3,86,2020-04-10
巴勒斯坦,巴勒斯坦,263,,21,0,0,0,1,2020-04-10
马里,马里,74,,22,15,6,0,7,2020-04-10
马里,北马里亚纳群岛联邦,74,,22,15,6,0,7,2020-04-10
直布罗陀,直布罗陀,113,,0,0,0,0,1,2020-04-10
关岛,关岛,125,,0,4,0,0,4,2020-04-10
特立尼达和多巴哥,特立尼达和多巴哥,107,,0,1,0,0,8,2020-04-10
越南,越南,255,,126,4,0,0,0,2020-04-10
利比里亚,利比里亚,31,,3,0,0,0,4,2020-04-10
文莱,文莱,136,,99,1,34,0,1,2020-04-10
法属圭亚那,法属圭亚那,77,,0,5,0,0,0,2020-04-10
阿鲁巴,阿鲁巴,74,,0,3,0,0,0,2020-04-10
百慕大,百慕大,39,,0,0,0,0,2,2020-04-10
列支敦士登,列支敦士登,79,,0,1,0,0,1,2020-04-10
圭亚那,法属圭亚那,77,,0,5,0,1,6,2020-04-10
圭亚那,圭亚那,77,,0,5,0,1,6,2020-04-10
圣马丁岛,圣马丁岛,31,,0,0,0,0,2,2020-04-10
叙利亚,叙利亚,19,,2,0,0,0,3,2020-04-10
厄立特里亚,厄立特里亚,33,,0,0,0,0,0,2020-04-10
贝宁,贝宁,26,,5,0,0,0,1,2020-04-10
东帝汶,东帝汶,1,,0,0,0,0,0,2020-04-10
斯威士兰,斯威士兰,12,,7,0,0,0,0,2020-04-10
安提瓜和巴布达,安提瓜和巴布达,19,,0,4,0,2,2,2020-04-10
博茨瓦纳,博茨瓦纳,6,,0,0,0,0,1,2020-04-10
斐济,斐济,15,,0,0,0,0,0,2020-04-10
圣其茨和尼维斯,圣其茨和尼维斯,11,,0,1,0,0,0,2020-04-10
梵蒂冈,梵蒂冈,8,,0,1,0,0,0,2020-04-10
冈比亚,冈比亚,4,,0,0,0,0,1,2020-04-10
