地区,国家,确诊,疑似,治愈,新增确诊,新增治愈,新增死亡,死亡,日期
格鲁吉亚,格鲁吉亚,9,,0,9,0,0,0,2020-03-07
阿曼,阿曼,16,,2,16,2,0,0,2020-03-07
喀麦隆,喀麦隆,2,,0,2,0,0,0,2020-03-07
梵蒂冈,梵蒂冈,1,,0,1,0,0,0,2020-03-07
多哥,多哥,1,,0,1,0,0,0,2020-03-07
香港,中国,108,,51,108,51,2,2,2020-03-07
四川省,中国,539,,454,539,454,3,3,2020-03-07
浙江省,中国,1215,,1154,1215,1154,1,1,2020-03-07
广东省,中国,1352,,1237,1352,1237,7,7,2020-03-07
黑龙江省,中国,481,,403,481,403,13,13,2020-03-07
山东省,中国,758,,627,758,627,6,6,2020-03-07
广西壮族自治区,中国,252,,218,252,218,2,2,2020-03-07
甘肃省,中国,120,,87,120,87,2,2,2020-03-07
重庆市,中国,576,,521,576,521,6,6,2020-03-07
江苏省,中国,631,,606,631,606,0,0,2020-03-07
河南省,中国,1272,,1244,1272,1244,22,22,2020-03-07
湖南省,中国,1018,,960,1018,960,4,4,2020-03-07
河北省,中国,318,,307,318,307,6,6,2020-03-07
至尊公主邮轮,至尊公主邮轮,21,,0,21,0,0,0,2020-03-07
新疆维吾尔自治区,中国,76,,72,76,72,3,3,2020-03-07
福建省,中国,296,,295,296,295,1,1,2020-03-07
厄瓜多尔,厄瓜多尔,13,,0,13,0,0,0,2020-03-08
墨西哥,墨西哥,7,,1,7,1,0,0,2020-03-08
巴林,巴林,77,,4,21,0,0,0,2020-03-08
日本,日本,463,,46,43,0,1,7,2020-03-08
辽宁省,中国,125,,109,0,2,0,1,2020-03-08
伊拉克,伊拉克,54,,0,8,0,0,4,2020-03-08
伊朗,伊朗,6566,,2134,743,465,49,194,2020-03-08
西班牙,西班牙,516,,2,129,0,9,10,2020-03-08
德国,德国,847,,14,160,0,0,0,2020-03-08
美国,美国,445,,10,121,0,5,19,2020-03-08
比利时,比利时,169,,1,60,0,0,0,2020-03-08
马来西亚,马来西亚,93,,23,10,0,0,0,2020-03-08
加拿大,加拿大,60,,4,7,0,0,0,2020-03-08
波兰,波兰,6,,0,1,0,0,0,2020-03-08
菲律宾,菲律宾,6,,1,0,0,0,1,2020-03-08
印度尼西亚,印度尼西亚,4,,0,0,0,0,0,2020-03-08
黎巴嫩,黎巴嫩,28,,1,28,1,0,0,2020-03-08
塞尔维亚,塞尔维亚,1,,0,0,0,0,0,2020-03-08
阿根廷,阿根廷,9,,0,1,0,1,1,2020-03-08
匈牙利,匈牙利,5,,0,5,0,0,0,2020-03-08
新西兰,新西兰,5,,0,0,0,0,0,2020-03-08
湖北省,中国,67707,,45235,41,1735,27,2986,2020-03-08
北京市,中国,428,,308,428,308,8,8,2020-03-08
陕西省,中国,245,,227,245,227,1,1,2020-03-08
韩国,韩国,7314,,108,273,0,3,50,2020-03-08
意大利,意大利,5883,,589,1247,66,36,233,2020-03-08
法国,法国,949,,12,336,0,7,16,2020-03-08
瑞士,瑞士,228,,3,18,0,0,1,2020-03-08
英国,英国,206,,8,43,0,1,2,2020-03-08
荷兰,荷兰,188,,0,60,0,0,1,2020-03-08
挪威,挪威,147,,0,34,0,0,0,2020-03-08
瑞典,瑞典,161,,0,24,0,0,0,2020-03-08
奥地利,奥地利,79,,0,24,0,0,0,2020-03-08
丹麦,丹麦,27,,1,4,0,0,0,2020-03-08
卡塔尔,卡塔尔,11,,0,0,0,0,0,2020-03-08
澳大利亚,澳大利亚,74,,22,10,0,1,3,2020-03-08
希腊,希腊,66,,0,20,0,0,0,2020-03-08
捷克,捷克,21,,0,3,0,0,0,2020-03-08
以色列,以色列,25,,2,4,0,0,0,2020-03-08
芬兰,芬兰,19,,1,4,0,0,0,2020-03-08
斯洛文尼亚,斯洛文尼亚,12,,0,6,0,0,0,2020-03-08
钻石公主号邮轮,钻石公主号邮轮,696,,0,0,0,0,6,2020-03-08
葡萄牙,葡萄牙,15,,0,7,0,0,0,2020-03-08
巴西,巴西,19,,0,6,0,0,0,2020-03-08
爱尔兰,爱尔兰,19,,0,1,0,0,0,2020-03-08
爱沙尼亚,爱沙尼亚,10,,0,0,0,0,0,2020-03-08
巴基斯坦,巴基斯坦,6,,1,6,1,0,0,2020-03-08
冰岛,冰岛,50,,0,5,0,0,0,2020-03-08
智利,智利,7,,0,7,0,0,0,2020-03-08
罗马尼亚,罗马尼亚,13,,3,4,0,0,0,2020-03-08
新加坡,新加坡,138,,82,8,0,0,0,2020-03-08
埃及,埃及,33,,1,18,0,0,0,2020-03-08
泰国,泰国,50,,31,0,0,0,1,2020-03-08
沙特阿拉伯,沙特阿拉伯,7,,0,7,0,0,0,2020-03-08
印度,印度,39,,3,6,0,0,0,2020-03-08
科威特,科威特,58,,0,0,0,0,0,2020-03-08
圣马力诺,圣马力诺,26,,0,3,0,0,0,2020-03-08
俄罗斯,俄罗斯,10,,3,2,1,0,0,2020-03-08
卢森堡,卢森堡,3,,0,0,0,0,0,2020-03-08
阿联酋,阿联酋,45,,7,0,0,0,0,2020-03-08
斯洛伐克,斯洛伐克,3,,0,3,0,0,0,2020-03-08
秘鲁,秘鲁,6,,0,5,0,0,0,2020-03-08
南非,南非,2,,0,1,0,0,0,2020-03-08
克罗地亚,克罗地亚,12,,0,0,0,0,0,2020-03-08
哥伦比亚,哥伦比亚,1,,0,0,0,0,0,2020-03-08
阿尔及利亚,阿尔及利亚,19,,0,2,0,0,0,2020-03-08
越南,越南,21,,16,3,0,0,0,2020-03-08
哥斯达黎加,哥斯达黎加,1,,0,0,0,0,0,2020-03-08
巴勒斯坦,巴勒斯坦,19,,0,3,0,0,0,2020-03-08
白俄罗斯,白俄罗斯,6,,0,6,0,0,0,2020-03-08
格鲁吉亚,格鲁吉亚,13,,0,4,0,0,0,2020-03-08
塞内加尔,塞内加尔,4,,0,4,0,0,0,2020-03-08
波黑,波黑,3,,0,3,0,0,0,2020-03-08
阿富汗,阿富汗,4,,0,4,0,0,0,2020-03-08
马耳他,马耳他,1,,0,1,0,0,0,2020-03-08
北马其顿,北马其顿,3,,0,3,0,0,0,2020-03-08
马尔代夫,马尔代夫,2,,0,2,0,0,0,2020-03-08
阿曼,阿曼,16,,2,0,0,0,0,2020-03-08
柬埔寨,柬埔寨,2,,1,2,1,0,0,2020-03-08
巴拉圭,巴拉圭,1,,0,1,0,0,0,2020-03-08
喀麦隆,喀麦隆,2,,0,0,0,0,0,2020-03-08
不丹,不丹,1,,0,1,0,0,0,2020-03-08
梵蒂冈,梵蒂冈,1,,0,0,0,0,0,2020-03-08
多哥,多哥,1,,0,0,0,0,0,2020-03-08
蒙古,中国,75,,70,75,70,1,1,2020-03-08
香港,中国,114,,58,6,7,1,3,2020-03-08
台湾,中国,45,,13,45,13,1,1,2020-03-08
四川省,中国,539,,464,0,10,0,3,2020-03-08
贵州省,中国,146,,117,146,117,2,2,2020-03-08
上海市,中国,342,,314,342,314,3,3,2020-03-08
浙江省,中国,1215,,1161,0,7,0,1,2020-03-08
广东省,中国,1352,,1256,0,19,0,7,2020-03-08
黑龙江省,中国,481,,412,0,9,0,13,2020-03-08
山东省,中国,758,,642,0,15,0,6,2020-03-08
广西壮族自治区,中国,252,,223,0,5,0,2,2020-03-08
海南省,中国,168,,159,168,159,6,6,2020-03-08
内蒙古自治区,中国,75,,70,75,70,1,1,2020-03-08
甘肃省,中国,124,,87,4,0,0,2,2020-03-08
重庆市,中国,576,,526,0,5,0,6,2020-03-08
江苏省,中国,631,,612,0,6,0,0,2020-03-08
河南省,中国,1272,,1247,0,3,0,22,2020-03-08
湖南省,中国,1018,,968,0,8,0,4,2020-03-08
江西省,中国,935,,919,935,919,1,1,2020-03-08
至尊公主邮轮,至尊公主邮轮,21,,0,0,0,0,0,2020-03-08
新疆维吾尔自治区,中国,76,,73,0,1,0,3,2020-03-08
安徽省,中国,990,,984,990,984,6,6,2020-03-08
厄瓜多尔,厄瓜多尔,13,,0,0,0,0,0,2020-03-09
墨西哥,墨西哥,7,,1,0,0,0,0,2020-03-09
巴林,巴林,109,,14,32,10,0,0,2020-03-09
日本,日本,514,,46,51,0,2,9,2020-03-09
伊拉克,伊拉克,61,,0,7,0,2,6,2020-03-09
伊朗,伊朗,7161,,2194,595,60,43,237,2020-03-09
西班牙,西班牙,999,,2,483,0,15,25,2020-03-09
德国,德国,1112,,14,265,0,0,0,2020-03-09
美国,美国,572,,10,127,0,2,21,2020-03-09
比利时,比利时,239,,1,70,0,0,0,2020-03-09
马来西亚,马来西亚,117,,23,24,0,0,0,2020-03-09
加拿大,加拿大,66,,4,6,0,0,0,2020-03-09
波兰,波兰,8,,0,2,0,0,0,2020-03-09
菲律宾,菲律宾,10,,1,4,0,0,1,2020-03-09
印度尼西亚,印度尼西亚,4,,0,0,0,0,0,2020-03-09
黎巴嫩,黎巴嫩,32,,1,4,0,0,0,2020-03-09
塞尔维亚,塞尔维亚,1,,0,0,0,0,0,2020-03-09
阿根廷,阿根廷,12,,0,3,0,0,1,2020-03-09
匈牙利,匈牙利,9,,0,4,0,0,0,2020-03-09
新西兰,新西兰,5,,0,0,0,0,0,2020-03-09
尼日利亚,尼日利亚,2,,0,2,0,0,0,2020-03-09
湖北省,中国,67743,,46488,36,1253,22,3008,2020-03-09
北京市,中国,428,,315,0,7,0,8,2020-03-09
韩国,韩国,7478,,166,164,58,3,53,2020-03-09
意大利,意大利,7375,,622,1492,33,133,366,2020-03-09
法国,法国,1126,,12,177,0,3,19,2020-03-09
瑞士,瑞士,312,,3,84,0,1,2,2020-03-09
英国,英国,206,,8,0,0,0,2,2020-03-09
荷兰,荷兰,188,,0,0,0,0,1,2020-03-09
挪威,挪威,169,,0,22,0,0,0,2020-03-09
瑞典,瑞典,213,,0,52,0,0,0,2020-03-09
奥地利,奥地利,102,,0,23,0,0,0,2020-03-09
丹麦,丹麦,35,,1,8,0,0,0,2020-03-09
卡塔尔,卡塔尔,11,,0,0,0,0,0,2020-03-09
澳大利亚,澳大利亚,83,,22,9,0,0,3,2020-03-09
希腊,希腊,66,,0,0,0,0,0,2020-03-09
捷克,捷克,32,,0,11,0,0,0,2020-03-09
以色列,以色列,39,,2,14,0,0,0,2020-03-09
芬兰,芬兰,30,,1,11,0,0,0,2020-03-09
斯洛文尼亚,斯洛文尼亚,16,,0,4,0,0,0,2020-03-09
钻石公主号邮轮,钻石公主号邮轮,696,,0,0,0,0,6,2020-03-09
葡萄牙,葡萄牙,30,,0,15,0,0,0,2020-03-09
巴西,巴西,25,,0,6,0,0,0,2020-03-09
爱尔兰,爱尔兰,21,,0,2,0,0,0,2020-03-09
爱沙尼亚,爱沙尼亚,10,,0,0,0,0,0,2020-03-09
巴基斯坦,巴基斯坦,6,,1,0,0,0,0,2020-03-09
冰岛,冰岛,58,,0,8,0,0,0,2020-03-09
智利,智利,8,,0,1,0,0,0,2020-03-09
罗马尼亚,罗马尼亚,15,,3,2,0,0,0,2020-03-09
新加坡,新加坡,138,,82,0,0,0,0,2020-03-09
埃及,埃及,55,,12,22,11,0,0,2020-03-09
泰国,泰国,50,,31,0,0,0,1,2020-03-09
沙特阿拉伯,沙特阿拉伯,7,,0,0,0,0,0,2020-03-09
印度,印度,39,,3,0,0,0,0,2020-03-09
科威特,科威特,58,,0,0,0,0,0,2020-03-09
圣马力诺,圣马力诺,36,,0,10,0,0,0,2020-03-09
俄罗斯,俄罗斯,10,,3,0,0,0,0,2020-03-09
卢森堡,卢森堡,5,,0,2,0,0,0,2020-03-09
阿联酋,阿联酋,45,,7,0,0,0,0,2020-03-09
斯洛伐克,斯洛伐克,5,,0,2,0,0,0,2020-03-09
秘鲁,秘鲁,6,,0,0,0,0,0,2020-03-09
南非,南非,2,,0,0,0,0,0,2020-03-09
克罗地亚,克罗地亚,12,,0,0,0,0,0,2020-03-09
哥伦比亚,哥伦比亚,1,,0,0,0,0,0,2020-03-09
保加利亚,保加利亚,2,,0,2,0,0,0,2020-03-09
阿尔及利亚,阿尔及利亚,19,,0,0,0,0,0,2020-03-09
越南,越南,21,,16,0,0,0,0,2020-03-09
哥斯达黎加,哥斯达黎加,9,,0,8,0,0,0,2020-03-09
巴勒斯坦,巴勒斯坦,19,,0,0,0,0,0,2020-03-09
拉脱维亚,拉脱维亚,6,,0,6,0,0,0,2020-03-09
格鲁吉亚,格鲁吉亚,13,,0,0,0,0,0,2020-03-09
塞内加尔,塞内加尔,4,,0,0,0,0,0,2020-03-09
波黑,波黑,3,,0,0,0,0,0,2020-03-09
摩尔多瓦,摩尔多瓦,1,,0,1,0,0,0,2020-03-09
阿富汗,阿富汗,4,,0,0,0,0,0,2020-03-09
马耳他,马耳他,1,,0,0,0,0,0,2020-03-09
突尼斯,突尼斯,2,,0,2,0,0,0,2020-03-09
北马其顿,北马其顿,3,,0,0,0,0,0,2020-03-09
马尔代夫,马尔代夫,4,,0,2,0,0,0,2020-03-09
阿曼,阿曼,16,,2,0,0,0,0,2020-03-09
柬埔寨,柬埔寨,2,,1,0,0,0,0,2020-03-09
巴拉圭,巴拉圭,1,,0,0,0,0,0,2020-03-09
喀麦隆,喀麦隆,2,,0,0,0,0,0,2020-03-09
不丹,不丹,1,,0,0,0,0,0,2020-03-09
梵蒂冈,梵蒂冈,1,,0,0,0,0,0,2020-03-09
多哥,多哥,1,,0,0,0,0,0,2020-03-09
香港,中国,115,,59,1,1,0,3,2020-03-09
台湾,中国,45,,15,0,2,0,1,2020-03-09
四川省,中国,539,,466,0,2,0,3,2020-03-09
贵州省,中国,146,,123,0,6,0,2,2020-03-09
上海市,中国,342,,315,0,1,0,3,2020-03-09
浙江省,中国,1215,,1176,0,15,0,1,2020-03-09
广东省,中国,1352,,1260,0,4,1,8,2020-03-09
黑龙江省,中国,481,,430,0,18,0,13,2020-03-09
山东省,中国,758,,700,0,58,0,6,2020-03-09
广西壮族自治区,中国,252,,230,0,7,0,2,2020-03-09
甘肃省,中国,124,,88,0,1,0,2,2020-03-09
天津市,中国,136,,130,136,130,3,3,2020-03-09
重庆市,中国,576,,535,0,9,0,6,2020-03-09
江苏省,中国,631,,621,0,9,0,0,2020-03-09
湖南省,中国,1018,,979,0,11,0,4,2020-03-09
山西省,中国,133,,127,133,127,0,0,2020-03-09
吉林省,中国,93,,91,93,91,1,1,2020-03-09
江西省,中国,935,,923,0,4,0,1,2020-03-09
至尊公主邮轮,至尊公主邮轮,21,,0,0,0,0,0,2020-03-09
厄瓜多尔,厄瓜多尔,13,,0,0,0,0,0,2020-03-10
墨西哥,墨西哥,7,,1,0,0,0,0,2020-03-10
巴林,巴林,109,,14,0,0,0,0,2020-03-10
日本,日本,581,,102,67,56,3,12,2020-03-10
摩洛哥,摩洛哥,3,,0,3,0,0,0,2020-03-10
辽宁省,中国,125,,111,0,2,0,1,2020-03-10
伊拉克,伊拉克,67,,9,6,9,1,7,2020-03-10
伊朗,伊朗,8042,,2731,881,537,54,291,2020-03-10
西班牙,西班牙,1648,,2,649,0,10,35,2020-03-10
德国,德国,1239,,14,127,0,2,2,2020-03-10
美国,美国,704,,10,132,0,5,26,2020-03-10
比利时,比利时,239,,1,0,0,0,0,2020-03-10
马来西亚,马来西亚,129,,23,12,0,0,0,2020-03-10
加拿大,加拿大,77,,4,11,0,1,1,2020-03-10
波兰,波兰,18,,0,10,0,0,0,2020-03-10
菲律宾,菲律宾,33,,1,23,0,0,1,2020-03-10
印度尼西亚,印度尼西亚,27,,2,23,2,0,0,2020-03-10
黎巴嫩,黎巴嫩,32,,1,0,0,0,0,2020-03-10
塞尔维亚,塞尔维亚,4,,0,3,0,0,0,2020-03-10
阿根廷,阿根廷,17,,0,5,0,0,1,2020-03-10
文莱,文莱,6,,0,6,0,0,0,2020-03-10
匈牙利,匈牙利,9,,0,0,0,0,0,2020-03-10
阿塞拜疆,阿塞拜疆,11,,0,11,0,0,0,2020-03-10
新西兰,新西兰,5,,0,0,0,0,0,2020-03-10
尼日利亚,尼日利亚,2,,0,0,0,0,0,2020-03-10
湖北省,中国,67760,,47743,17,1255,16,3024,2020-03-10
北京市,中国,429,,320,1,5,0,8,2020-03-10
陕西省,中国,245,,228,0,1,0,1,2020-03-10
韩国,韩国,7513,,247,35,81,1,54,2020-03-10
意大利,意大利,9172,,724,1797,102,97,463,2020-03-10
法国,法国,1606,,12,480,0,11,30,2020-03-10
瑞士,瑞士,476,,3,164,0,1,3,2020-03-10
英国,英国,319,,8,113,0,0,2,2020-03-10
荷兰,荷兰,382,,0,194,0,3,4,2020-03-10
挪威,挪威,169,,0,0,0,0,0,2020-03-10
瑞典,瑞典,326,,0,113,0,0,0,2020-03-10
奥地利,奥地利,157,,2,55,2,0,0,2020-03-10
丹麦,丹麦,113,,1,78,0,0,0,2020-03-10
卡塔尔,卡塔尔,18,,0,7,0,0,0,2020-03-10
澳大利亚,澳大利亚,101,,22,18,0,0,3,2020-03-10
希腊,希腊,89,,0,23,0,0,0,2020-03-10
捷克,捷克,40,,0,8,0,0,0,2020-03-10
以色列,以色列,50,,2,11,0,0,0,2020-03-10
芬兰,芬兰,40,,1,10,0,0,0,2020-03-10
斯洛文尼亚,斯洛文尼亚,25,,0,9,0,0,0,2020-03-10
钻石公主号邮轮,钻石公主号邮轮,696,,427,0,427,0,6,2020-03-10
葡萄牙,葡萄牙,30,,0,0,0,0,0,2020-03-10
巴西,巴西,25,,0,0,0,0,0,2020-03-10
爱尔兰,爱尔兰,24,,0,3,0,0,0,2020-03-10
爱沙尼亚,爱沙尼亚,12,,0,2,0,0,0,2020-03-10
巴基斯坦,巴基斯坦,16,,1,10,0,0,0,2020-03-10
冰岛,冰岛,60,,0,2,0,0,0,2020-03-10
智利,智利,13,,0,5,0,0,0,2020-03-10
罗马尼亚,罗马尼亚,17,,3,2,0,0,0,2020-03-10
新加坡,新加坡,166,,82,28,0,0,0,2020-03-10
埃及,埃及,59,,12,4,0,0,0,2020-03-10
泰国,泰国,53,,31,3,0,0,1,2020-03-10
沙特阿拉伯,沙特阿拉伯,20,,0,13,0,0,0,2020-03-10
印度,印度,58,,3,19,0,0,0,2020-03-10
科威特,科威特,69,,0,11,0,0,0,2020-03-10
圣马力诺,圣马力诺,51,,0,15,0,2,2,2020-03-10
俄罗斯,白俄罗斯,9,,2,9,2,0,0,2020-03-10
卢森堡,卢森堡,5,,0,0,0,0,0,2020-03-10
阿联酋,阿联酋,74,,7,29,0,0,0,2020-03-10
斯洛伐克,斯洛伐克,7,,0,2,0,0,0,2020-03-10
秘鲁,秘鲁,6,,0,0,0,0,0,2020-03-10
巴拿马,巴拿马,1,,0,1,0,0,0,2020-03-10
南非,南非,2,,0,0,0,0,0,2020-03-10
克罗地亚,克罗地亚,13,,0,1,0,0,0,2020-03-10
哥伦比亚,哥伦比亚,1,,0,0,0,0,0,2020-03-10
保加利亚,保加利亚,2,,0,0,0,0,0,2020-03-10
阿尔及利亚,阿尔及利亚,19,,0,0,0,0,0,2020-03-10
越南,越南,34,,16,13,0,0,0,2020-03-10
亚美尼亚,亚美尼亚,1,,0,1,0,0,0,2020-03-10
阿尔巴尼亚,阿尔巴尼亚,6,,0,6,0,0,0,2020-03-10
哥斯达黎加,哥斯达黎加,9,,0,0,0,0,0,2020-03-10
巴勒斯坦,巴勒斯坦,19,,0,0,0,0,0,2020-03-10
拉脱维亚,拉脱维亚,8,,0,2,0,0,0,2020-03-10
白俄罗斯,白俄罗斯,9,,2,3,2,0,0,2020-03-10
约旦,约旦,1,,0,1,0,0,0,2020-03-10
格鲁吉亚,格鲁吉亚,13,,0,0,0,0,0,2020-03-10
塞浦路斯,塞浦路斯,2,,0,2,0,0,0,2020-03-10
斯里兰卡,斯里兰卡,1,,1,1,1,0,0,2020-03-10
塞内加尔,塞内加尔,4,,0,0,0,0,0,2020-03-10
波黑,波黑,5,,0,2,0,0,0,2020-03-10
摩尔多瓦,摩尔多瓦,1,,0,0,0,0,0,2020-03-10
阿富汗,阿富汗,5,,0,1,0,0,0,2020-03-10
马耳他,马耳他,1,,0,0,0,0,0,2020-03-10
多米尼加,多米尼加,1,,0,1,0,0,0,2020-03-10
突尼斯,突尼斯,5,,0,3,0,0,0,2020-03-10
北马其顿,北马其顿,7,,0,4,0,0,0,2020-03-10
立陶宛,立陶宛,1,,0,1,0,0,0,2020-03-10
布基纳法索,布基纳法索,2,,0,2,0,0,0,2020-03-10
安道尔,安道尔,1,,0,1,0,0,0,2020-03-10
马尔代夫,马尔代夫,6,,0,2,0,0,0,2020-03-10
阿曼,阿曼,16,,2,0,0,0,0,2020-03-10
柬埔寨,柬埔寨,2,,1,0,0,0,0,2020-03-10
摩纳哥,摩纳哥,1,,0,1,0,0,0,2020-03-10
巴拉圭,巴拉圭,1,,0,0,0,0,0,2020-03-10
孟加拉国,孟加拉国,3,,0,3,0,0,0,2020-03-10
列支敦士登,列支敦士登,1,,0,1,0,0,0,2020-03-10
乌克兰,乌克兰,1,,0,1,0,0,0,2020-03-10
喀麦隆,喀麦隆,2,,0,0,0,0,0,2020-03-10
不丹,不丹,1,,0,0,0,0,0,2020-03-10
梵蒂冈,梵蒂冈,1,,0,0,0,0,0,2020-03-10
多哥,多哥,1,,0,0,0,0,0,2020-03-10
蒙古,蒙古,1,,0,1,0,0,0,2020-03-10
尼泊尔,尼泊尔,1,,1,1,1,0,0,2020-03-10
香港,中国,118,,60,3,1,0,3,2020-03-10
台湾,中国,47,,17,2,2,0,1,2020-03-10
四川省,中国,539,,478,0,12,0,3,2020-03-10
贵州省,中国,146,,129,0,6,0,2,2020-03-10
上海市,中国,344,,319,2,4,0,3,2020-03-10
浙江省,中国,1215,,1191,0,15,0,1,2020-03-10
广东省,中国,1353,,1274,1,14,0,8,2020-03-10
黑龙江省,中国,481,,434,0,4,0,13,2020-03-10
山东省,中国,758,,719,0,19,0,6,2020-03-10
广西壮族自治区,中国,252,,234,0,4,0,2,2020-03-10
甘肃省,中国,125,,88,1,0,0,2,2020-03-10
天津市,中国,136,,131,0,1,0,3,2020-03-10
重庆市,中国,576,,542,0,7,0,6,2020-03-10
江苏省,中国,631,,627,0,6,0,0,2020-03-10
湖南省,中国,1018,,990,0,11,0,4,2020-03-10
山西省,中国,133,,128,0,1,0,0,2020-03-10
江西省,中国,935,,927,0,4,0,1,2020-03-10
厄瓜多尔,厄瓜多尔,15,,0,2,0,0,0,2020-03-11
墨西哥,墨西哥,7,,1,0,0,0,0,2020-03-11
巴林,巴林,109,,14,0,0,0,0,2020-03-11
日本,日本,620,,102,39,0,2,14,2020-03-11
摩洛哥,摩洛哥,3,,0,0,0,0,0,2020-03-11
伊拉克,伊拉克,71,,9,4,0,0,7,2020-03-11
伊朗,伊朗,9000,,2959,958,228,63,354,2020-03-11
西班牙,西班牙,2128,,183,480,181,12,47,2020-03-11
德国,德国,1524,,14,285,0,0,2,2020-03-11
美国,美国,1004,,10,300,0,5,31,2020-03-11
比利时,比利时,267,,1,28,0,0,0,2020-03-11
马来西亚,马来西亚,129,,23,0,0,0,0,2020-03-11
加拿大,加拿大,93,,4,16,0,0,1,2020-03-11
波兰,波兰,22,,0,4,0,0,0,2020-03-11
菲律宾,菲律宾,35,,1,2,0,0,1,2020-03-11
印度尼西亚,印度尼西亚,27,,2,0,0,1,1,2020-03-11
黎巴嫩,黎巴嫩,52,,1,20,0,1,1,2020-03-11
塞尔维亚,塞尔维亚,5,,0,1,0,0,0,2020-03-11
阿根廷,阿根廷,19,,0,2,0,0,1,2020-03-11
文莱,文莱,6,,0,0,0,0,0,2020-03-11
匈牙利,匈牙利,9,,0,0,0,0,0,2020-03-11
阿塞拜疆,阿塞拜疆,13,,3,2,3,0,0,2020-03-11
新西兰,新西兰,5,,0,0,0,0,0,2020-03-11
尼日利亚,尼日利亚,2,,0,0,0,0,0,2020-03-11
湖北省,中国,67773,,49134,13,1391,22,3046,2020-03-11
北京市,中国,435,,326,6,6,0,8,2020-03-11
陕西省,中国,245,,232,0,4,0,1,2020-03-11
